,trial number,sensor position,sample num,sensor value,subject identifier,matching condition,channel,name,time
81,12,FP1,76,-0.854,a,S1 obj,0,co2a0000364,0.296875
82,12,FP1,77,-0.366,a,S1 obj,0,co2a0000364,0.30078125
83,12,FP1,78,0.61,a,S1 obj,0,co2a0000364,0.3046875
84,12,FP1,79,3.052,a,S1 obj,0,co2a0000364,0.30859375
85,12,FP1,80,5.981,a,S1 obj,0,co2a0000364,0.3125
86,12,FP1,81,7.935,a,S1 obj,0,co2a0000364,0.31640625
87,12,FP1,82,7.935,a,S1 obj,0,co2a0000364,0.3203125
88,12,FP1,83,6.958,a,S1 obj,0,co2a0000364,0.32421875
89,12,FP1,84,5.981,a,S1 obj,0,co2a0000364,0.328125
90,12,FP1,85,6.47,a,S1 obj,0,co2a0000364,0.33203125
91,12,FP1,86,6.958,a,S1 obj,0,co2a0000364,0.3359375
92,12,FP1,87,5.493,a,S1 obj,0,co2a0000364,0.33984375
93,12,FP1,88,2.075,a,S1 obj,0,co2a0000364,0.34375
94,12,FP1,89,-2.319,a,S1 obj,0,co2a0000364,0.34765625
95,12,FP1,90,-3.784,a,S1 obj,0,co2a0000364,0.3515625
96,12,FP1,91,-2.319,a,S1 obj,0,co2a0000364,0.35546875
97,12,FP1,92,1.587,a,S1 obj,0,co2a0000364,0.359375
98,12,FP1,93,5.493,a,S1 obj,0,co2a0000364,0.36328125
99,12,FP1,94,6.47,a,S1 obj,0,co2a0000364,0.3671875
100,12,FP1,95,5.493,a,S1 obj,0,co2a0000364,0.37109375
101,12,FP1,96,3.54,a,S1 obj,0,co2a0000364,0.375
102,12,FP1,97,2.563,a,S1 obj,0,co2a0000364,0.37890625
103,12,FP1,98,2.563,a,S1 obj,0,co2a0000364,0.3828125
104,12,FP1,99,2.075,a,S1 obj,0,co2a0000364,0.38671875
105,12,FP1,100,0.122,a,S1 obj,0,co2a0000364,0.390625
106,12,FP1,101,-2.808,a,S1 obj,0,co2a0000364,0.39453125
107,12,FP1,102,-4.272,a,S1 obj,0,co2a0000364,0.3984375
108,12,FP1,103,-2.808,a,S1 obj,0,co2a0000364,0.40234375
109,12,FP1,104,1.099,a,S1 obj,0,co2a0000364,0.40625
110,12,FP1,105,4.517,a,S1 obj,0,co2a0000364,0.41015625
111,12,FP1,106,5.981,a,S1 obj,0,co2a0000364,0.4140625
112,12,FP1,107,4.517,a,S1 obj,0,co2a0000364,0.41796875
113,12,FP1,108,1.099,a,S1 obj,0,co2a0000364,0.421875
114,12,FP1,109,-0.366,a,S1 obj,0,co2a0000364,0.42578125
115,12,FP1,110,-0.366,a,S1 obj,0,co2a0000364,0.4296875
116,12,FP1,111,1.099,a,S1 obj,0,co2a0000364,0.43359375
117,12,FP1,112,2.563,a,S1 obj,0,co2a0000364,0.4375
118,12,FP1,113,3.54,a,S1 obj,0,co2a0000364,0.44140625
119,12,FP1,114,3.54,a,S1 obj,0,co2a0000364,0.4453125
120,12,FP1,115,4.028,a,S1 obj,0,co2a0000364,0.44921875
121,12,FP1,116,4.028,a,S1 obj,0,co2a0000364,0.453125
122,12,FP1,117,4.517,a,S1 obj,0,co2a0000364,0.45703125
123,12,FP1,118,4.028,a,S1 obj,0,co2a0000364,0.4609375
124,12,FP1,119,3.052,a,S1 obj,0,co2a0000364,0.46484375
125,12,FP1,120,3.052,a,S1 obj,0,co2a0000364,0.46875
126,12,FP1,121,5.005,a,S1 obj,0,co2a0000364,0.47265625
127,12,FP1,122,7.935,a,S1 obj,0,co2a0000364,0.4765625
128,12,FP1,123,9.888,a,S1 obj,0,co2a0000364,0.48046875
129,12,FP1,124,10.864,a,S1 obj,0,co2a0000364,0.484375
130,12,FP1,125,10.376,a,S1 obj,0,co2a0000364,0.48828125
131,12,FP1,126,10.864,a,S1 obj,0,co2a0000364,0.4921875
132,12,FP1,127,12.817,a,S1 obj,0,co2a0000364,0.49609375
133,12,FP1,128,14.771,a,S1 obj,0,co2a0000364,0.5
134,12,FP1,129,16.235,a,S1 obj,0,co2a0000364,0.50390625
135,12,FP1,130,15.747,a,S1 obj,0,co2a0000364,0.5078125
136,12,FP1,131,13.794,a,S1 obj,0,co2a0000364,0.51171875
137,12,FP1,132,12.817,a,S1 obj,0,co2a0000364,0.515625
138,12,FP1,133,13.306,a,S1 obj,0,co2a0000364,0.51953125
139,12,FP1,134,15.259,a,S1 obj,0,co2a0000364,0.5234375
140,12,FP1,135,16.724,a,S1 obj,0,co2a0000364,0.52734375
141,12,FP1,136,17.212,a,S1 obj,0,co2a0000364,0.53125
142,12,FP1,137,15.259,a,S1 obj,0,co2a0000364,0.53515625
143,12,FP1,138,13.306,a,S1 obj,0,co2a0000364,0.5390625
144,12,FP1,139,12.329,a,S1 obj,0,co2a0000364,0.54296875
145,12,FP1,140,11.841,a,S1 obj,0,co2a0000364,0.546875
146,12,FP1,141,12.817,a,S1 obj,0,co2a0000364,0.55078125
147,12,FP1,142,12.329,a,S1 obj,0,co2a0000364,0.5546875
148,12,FP1,143,11.353,a,S1 obj,0,co2a0000364,0.55859375
149,12,FP1,144,9.888,a,S1 obj,0,co2a0000364,0.5625
150,12,FP1,145,10.376,a,S1 obj,0,co2a0000364,0.56640625
151,12,FP1,146,11.841,a,S1 obj,0,co2a0000364,0.5703125
152,12,FP1,147,14.282,a,S1 obj,0,co2a0000364,0.57421875
153,12,FP1,148,14.771,a,S1 obj,0,co2a0000364,0.578125
154,12,FP1,149,13.306,a,S1 obj,0,co2a0000364,0.58203125
155,12,FP1,150,10.864,a,S1 obj,0,co2a0000364,0.5859375
156,12,FP1,151,9.399,a,S1 obj,0,co2a0000364,0.58984375
157,12,FP1,152,9.888,a,S1 obj,0,co2a0000364,0.59375
158,12,FP1,153,12.817,a,S1 obj,0,co2a0000364,0.59765625
159,12,FP1,154,14.282,a,S1 obj,0,co2a0000364,0.6015625
160,12,FP1,155,13.306,a,S1 obj,0,co2a0000364,0.60546875
161,12,FP1,156,8.911,a,S1 obj,0,co2a0000364,0.609375
162,12,FP1,157,5.005,a,S1 obj,0,co2a0000364,0.61328125
163,12,FP1,158,3.052,a,S1 obj,0,co2a0000364,0.6171875
164,12,FP1,159,4.517,a,S1 obj,0,co2a0000364,0.62109375
165,12,FP1,160,8.423,a,S1 obj,0,co2a0000364,0.625
166,12,FP1,161,10.864,a,S1 obj,0,co2a0000364,0.62890625
167,12,FP1,162,11.841,a,S1 obj,0,co2a0000364,0.6328125
168,12,FP1,163,10.376,a,S1 obj,0,co2a0000364,0.63671875
169,12,FP1,164,7.935,a,S1 obj,0,co2a0000364,0.640625
170,12,FP1,165,6.47,a,S1 obj,0,co2a0000364,0.64453125
171,12,FP1,166,5.981,a,S1 obj,0,co2a0000364,0.6484375
172,12,FP1,167,6.47,a,S1 obj,0,co2a0000364,0.65234375
173,12,FP1,168,6.958,a,S1 obj,0,co2a0000364,0.65625
174,12,FP1,169,6.958,a,S1 obj,0,co2a0000364,0.66015625
175,12,FP1,170,6.958,a,S1 obj,0,co2a0000364,0.6640625
176,12,FP1,171,7.446,a,S1 obj,0,co2a0000364,0.66796875
177,12,FP1,172,8.423,a,S1 obj,0,co2a0000364,0.671875
178,12,FP1,173,10.376,a,S1 obj,0,co2a0000364,0.67578125
179,12,FP1,174,12.329,a,S1 obj,0,co2a0000364,0.6796875
180,12,FP1,175,13.794,a,S1 obj,0,co2a0000364,0.68359375
181,12,FP1,176,13.794,a,S1 obj,0,co2a0000364,0.6875
182,12,FP1,177,11.841,a,S1 obj,0,co2a0000364,0.69140625
183,12,FP1,178,9.399,a,S1 obj,0,co2a0000364,0.6953125
184,12,FP1,179,6.958,a,S1 obj,0,co2a0000364,0.69921875
185,12,FP1,180,6.47,a,S1 obj,0,co2a0000364,0.703125
186,12,FP1,181,8.423,a,S1 obj,0,co2a0000364,0.70703125
187,12,FP1,182,11.353,a,S1 obj,0,co2a0000364,0.7109375
188,12,FP1,183,14.771,a,S1 obj,0,co2a0000364,0.71484375
189,12,FP1,184,15.259,a,S1 obj,0,co2a0000364,0.71875
190,12,FP1,185,14.771,a,S1 obj,0,co2a0000364,0.72265625
191,12,FP1,186,12.817,a,S1 obj,0,co2a0000364,0.7265625
192,12,FP1,187,11.841,a,S1 obj,0,co2a0000364,0.73046875
193,12,FP1,188,12.329,a,S1 obj,0,co2a0000364,0.734375
194,12,FP1,189,13.794,a,S1 obj,0,co2a0000364,0.73828125
195,12,FP1,190,15.747,a,S1 obj,0,co2a0000364,0.7421875
196,12,FP1,191,16.724,a,S1 obj,0,co2a0000364,0.74609375
197,12,FP1,192,16.724,a,S1 obj,0,co2a0000364,0.75
198,12,FP1,193,15.747,a,S1 obj,0,co2a0000364,0.75390625
199,12,FP1,194,15.259,a,S1 obj,0,co2a0000364,0.7578125
200,12,FP1,195,14.771,a,S1 obj,0,co2a0000364,0.76171875
201,12,FP1,196,14.282,a,S1 obj,0,co2a0000364,0.765625
202,12,FP1,197,14.282,a,S1 obj,0,co2a0000364,0.76953125
203,12,FP1,198,14.282,a,S1 obj,0,co2a0000364,0.7734375
204,12,FP1,199,14.771,a,S1 obj,0,co2a0000364,0.77734375
205,12,FP1,200,16.235,a,S1 obj,0,co2a0000364,0.78125
206,12,FP1,201,16.724,a,S1 obj,0,co2a0000364,0.78515625
207,12,FP1,202,16.235,a,S1 obj,0,co2a0000364,0.7890625
208,12,FP1,203,15.259,a,S1 obj,0,co2a0000364,0.79296875
209,12,FP1,204,14.282,a,S1 obj,0,co2a0000364,0.796875
210,12,FP1,205,15.747,a,S1 obj,0,co2a0000364,0.80078125
211,12,FP1,206,17.212,a,S1 obj,0,co2a0000364,0.8046875
212,12,FP1,207,18.677,a,S1 obj,0,co2a0000364,0.80859375
213,12,FP1,208,17.7,a,S1 obj,0,co2a0000364,0.8125
214,12,FP1,209,14.282,a,S1 obj,0,co2a0000364,0.81640625
215,12,FP1,210,11.353,a,S1 obj,0,co2a0000364,0.8203125
216,12,FP1,211,9.888,a,S1 obj,0,co2a0000364,0.82421875
217,12,FP1,212,11.841,a,S1 obj,0,co2a0000364,0.828125
218,12,FP1,213,16.235,a,S1 obj,0,co2a0000364,0.83203125
219,12,FP1,214,20.142,a,S1 obj,0,co2a0000364,0.8359375
220,12,FP1,215,22.095,a,S1 obj,0,co2a0000364,0.83984375
221,12,FP1,216,20.63,a,S1 obj,0,co2a0000364,0.84375
222,12,FP1,217,16.724,a,S1 obj,0,co2a0000364,0.84765625
223,12,FP1,218,12.817,a,S1 obj,0,co2a0000364,0.8515625
224,12,FP1,219,11.841,a,S1 obj,0,co2a0000364,0.85546875
225,12,FP1,220,13.306,a,S1 obj,0,co2a0000364,0.859375
226,12,FP1,221,15.747,a,S1 obj,0,co2a0000364,0.86328125
227,12,FP1,222,16.724,a,S1 obj,0,co2a0000364,0.8671875
228,12,FP1,223,15.747,a,S1 obj,0,co2a0000364,0.87109375
229,12,FP1,224,13.794,a,S1 obj,0,co2a0000364,0.875
230,12,FP1,225,13.306,a,S1 obj,0,co2a0000364,0.87890625
231,12,FP1,226,15.747,a,S1 obj,0,co2a0000364,0.8828125
232,12,FP1,227,18.677,a,S1 obj,0,co2a0000364,0.88671875
233,12,FP1,228,19.653,a,S1 obj,0,co2a0000364,0.890625
234,12,FP1,229,18.188,a,S1 obj,0,co2a0000364,0.89453125
235,12,FP1,230,14.282,a,S1 obj,0,co2a0000364,0.8984375
236,12,FP1,231,10.864,a,S1 obj,0,co2a0000364,0.90234375
237,12,FP1,232,8.911,a,S1 obj,0,co2a0000364,0.90625
238,12,FP1,233,7.935,a,S1 obj,0,co2a0000364,0.91015625
239,12,FP1,234,6.958,a,S1 obj,0,co2a0000364,0.9140625
240,12,FP1,235,5.981,a,S1 obj,0,co2a0000364,0.91796875
241,12,FP1,236,6.47,a,S1 obj,0,co2a0000364,0.921875
242,12,FP1,237,8.911,a,S1 obj,0,co2a0000364,0.92578125
243,12,FP1,238,12.817,a,S1 obj,0,co2a0000364,0.9296875
244,12,FP1,239,16.724,a,S1 obj,0,co2a0000364,0.93359375
245,12,FP1,240,17.212,a,S1 obj,0,co2a0000364,0.9375
246,12,FP1,241,15.747,a,S1 obj,0,co2a0000364,0.94140625
247,12,FP1,242,12.817,a,S1 obj,0,co2a0000364,0.9453125
248,12,FP1,243,11.353,a,S1 obj,0,co2a0000364,0.94921875
249,12,FP1,244,11.841,a,S1 obj,0,co2a0000364,0.953125
250,12,FP1,245,12.817,a,S1 obj,0,co2a0000364,0.95703125
251,12,FP1,246,13.306,a,S1 obj,0,co2a0000364,0.9609375
252,12,FP1,247,12.329,a,S1 obj,0,co2a0000364,0.96484375
253,12,FP1,248,10.864,a,S1 obj,0,co2a0000364,0.96875
254,12,FP1,249,9.888,a,S1 obj,0,co2a0000364,0.97265625
255,12,FP1,250,9.399,a,S1 obj,0,co2a0000364,0.9765625
256,12,FP1,251,8.911,a,S1 obj,0,co2a0000364,0.98046875
257,12,FP1,252,8.911,a,S1 obj,0,co2a0000364,0.984375
258,12,FP1,253,9.399,a,S1 obj,0,co2a0000364,0.98828125
259,12,FP1,254,11.353,a,S1 obj,0,co2a0000364,0.9921875
260,12,FP1,255,14.771,a,S1 obj,0,co2a0000364,0.99609375
262,12,FP2,0,-4.761,a,S1 obj,1,co2a0000364,0.0
263,12,FP2,1,0.61,a,S1 obj,1,co2a0000364,0.00390625
264,12,FP2,2,5.493,a,S1 obj,1,co2a0000364,0.0078125
265,12,FP2,3,8.423,a,S1 obj,1,co2a0000364,0.01171875
266,12,FP2,4,7.446,a,S1 obj,1,co2a0000364,0.015625
267,12,FP2,5,4.028,a,S1 obj,1,co2a0000364,0.01953125
268,12,FP2,6,0.61,a,S1 obj,1,co2a0000364,0.0234375
269,12,FP2,7,-1.343,a,S1 obj,1,co2a0000364,0.02734375
270,12,FP2,8,-1.343,a,S1 obj,1,co2a0000364,0.03125
271,12,FP2,9,1.587,a,S1 obj,1,co2a0000364,0.03515625
272,12,FP2,10,5.005,a,S1 obj,1,co2a0000364,0.0390625
273,12,FP2,11,7.446,a,S1 obj,1,co2a0000364,0.04296875
274,12,FP2,12,8.423,a,S1 obj,1,co2a0000364,0.046875
275,12,FP2,13,6.958,a,S1 obj,1,co2a0000364,0.05078125
276,12,FP2,14,4.517,a,S1 obj,1,co2a0000364,0.0546875
277,12,FP2,15,3.052,a,S1 obj,1,co2a0000364,0.05859375
278,12,FP2,16,2.563,a,S1 obj,1,co2a0000364,0.0625
279,12,FP2,17,3.54,a,S1 obj,1,co2a0000364,0.06640625
280,12,FP2,18,3.54,a,S1 obj,1,co2a0000364,0.0703125
281,12,FP2,19,2.075,a,S1 obj,1,co2a0000364,0.07421875
282,12,FP2,20,0.122,a,S1 obj,1,co2a0000364,0.078125
283,12,FP2,21,-0.366,a,S1 obj,1,co2a0000364,0.08203125
284,12,FP2,22,0.61,a,S1 obj,1,co2a0000364,0.0859375
285,12,FP2,23,2.075,a,S1 obj,1,co2a0000364,0.08984375
286,12,FP2,24,1.587,a,S1 obj,1,co2a0000364,0.09375
287,12,FP2,25,-1.343,a,S1 obj,1,co2a0000364,0.09765625
288,12,FP2,26,-4.761,a,S1 obj,1,co2a0000364,0.1015625
289,12,FP2,27,-5.249,a,S1 obj,1,co2a0000364,0.10546875
290,12,FP2,28,-1.831,a,S1 obj,1,co2a0000364,0.109375
291,12,FP2,29,3.052,a,S1 obj,1,co2a0000364,0.11328125
292,12,FP2,30,5.981,a,S1 obj,1,co2a0000364,0.1171875
293,12,FP2,31,4.517,a,S1 obj,1,co2a0000364,0.12109375
294,12,FP2,32,-0.366,a,S1 obj,1,co2a0000364,0.125
295,12,FP2,33,-4.272,a,S1 obj,1,co2a0000364,0.12890625
296,12,FP2,34,-4.761,a,S1 obj,1,co2a0000364,0.1328125
297,12,FP2,35,-1.831,a,S1 obj,1,co2a0000364,0.13671875
298,12,FP2,36,2.075,a,S1 obj,1,co2a0000364,0.140625
299,12,FP2,37,4.517,a,S1 obj,1,co2a0000364,0.14453125
300,12,FP2,38,5.005,a,S1 obj,1,co2a0000364,0.1484375
301,12,FP2,39,4.517,a,S1 obj,1,co2a0000364,0.15234375
302,12,FP2,40,5.005,a,S1 obj,1,co2a0000364,0.15625
303,12,FP2,41,5.981,a,S1 obj,1,co2a0000364,0.16015625
304,12,FP2,42,5.493,a,S1 obj,1,co2a0000364,0.1640625
305,12,FP2,43,3.052,a,S1 obj,1,co2a0000364,0.16796875
306,12,FP2,44,-1.343,a,S1 obj,1,co2a0000364,0.171875
307,12,FP2,45,-3.784,a,S1 obj,1,co2a0000364,0.17578125
308,12,FP2,46,-3.296,a,S1 obj,1,co2a0000364,0.1796875
309,12,FP2,47,-0.366,a,S1 obj,1,co2a0000364,0.18359375
310,12,FP2,48,1.587,a,S1 obj,1,co2a0000364,0.1875
311,12,FP2,49,1.587,a,S1 obj,1,co2a0000364,0.19140625
312,12,FP2,50,-0.366,a,S1 obj,1,co2a0000364,0.1953125
313,12,FP2,51,-1.831,a,S1 obj,1,co2a0000364,0.19921875
314,12,FP2,52,-1.343,a,S1 obj,1,co2a0000364,0.203125
315,12,FP2,53,-0.366,a,S1 obj,1,co2a0000364,0.20703125
316,12,FP2,54,-1.831,a,S1 obj,1,co2a0000364,0.2109375
317,12,FP2,55,-6.226,a,S1 obj,1,co2a0000364,0.21484375
318,12,FP2,56,-11.597,a,S1 obj,1,co2a0000364,0.21875
319,12,FP2,57,-14.038,a,S1 obj,1,co2a0000364,0.22265625
320,12,FP2,58,-12.573,a,S1 obj,1,co2a0000364,0.2265625
321,12,FP2,59,-8.179,a,S1 obj,1,co2a0000364,0.23046875
322,12,FP2,60,-3.296,a,S1 obj,1,co2a0000364,0.234375
323,12,FP2,61,-0.854,a,S1 obj,1,co2a0000364,0.23828125
324,12,FP2,62,-1.343,a,S1 obj,1,co2a0000364,0.2421875
325,12,FP2,63,-3.296,a,S1 obj,1,co2a0000364,0.24609375
326,12,FP2,64,-5.249,a,S1 obj,1,co2a0000364,0.25
327,12,FP2,65,-6.714,a,S1 obj,1,co2a0000364,0.25390625
328,12,FP2,66,-6.714,a,S1 obj,1,co2a0000364,0.2578125
329,12,FP2,67,-5.737,a,S1 obj,1,co2a0000364,0.26171875
330,12,FP2,68,-3.296,a,S1 obj,1,co2a0000364,0.265625
331,12,FP2,69,-0.366,a,S1 obj,1,co2a0000364,0.26953125
332,12,FP2,70,0.122,a,S1 obj,1,co2a0000364,0.2734375
333,12,FP2,71,-1.831,a,S1 obj,1,co2a0000364,0.27734375
334,12,FP2,72,-4.761,a,S1 obj,1,co2a0000364,0.28125
335,12,FP2,73,-6.714,a,S1 obj,1,co2a0000364,0.28515625
336,12,FP2,74,-5.249,a,S1 obj,1,co2a0000364,0.2890625
337,12,FP2,75,-2.319,a,S1 obj,1,co2a0000364,0.29296875
338,12,FP2,76,0.61,a,S1 obj,1,co2a0000364,0.296875
339,12,FP2,77,2.075,a,S1 obj,1,co2a0000364,0.30078125
340,12,FP2,78,1.587,a,S1 obj,1,co2a0000364,0.3046875
341,12,FP2,79,1.099,a,S1 obj,1,co2a0000364,0.30859375
342,12,FP2,80,1.099,a,S1 obj,1,co2a0000364,0.3125
343,12,FP2,81,2.563,a,S1 obj,1,co2a0000364,0.31640625
344,12,FP2,82,5.981,a,S1 obj,1,co2a0000364,0.3203125
345,12,FP2,83,8.911,a,S1 obj,1,co2a0000364,0.32421875
346,12,FP2,84,10.864,a,S1 obj,1,co2a0000364,0.328125
347,12,FP2,85,11.841,a,S1 obj,1,co2a0000364,0.33203125
348,12,FP2,86,9.888,a,S1 obj,1,co2a0000364,0.3359375
349,12,FP2,87,5.493,a,S1 obj,1,co2a0000364,0.33984375
350,12,FP2,88,0.122,a,S1 obj,1,co2a0000364,0.34375
351,12,FP2,89,-3.784,a,S1 obj,1,co2a0000364,0.34765625
352,12,FP2,90,-4.272,a,S1 obj,1,co2a0000364,0.3515625
353,12,FP2,91,-1.343,a,S1 obj,1,co2a0000364,0.35546875
354,12,FP2,92,3.54,a,S1 obj,1,co2a0000364,0.359375
355,12,FP2,93,6.958,a,S1 obj,1,co2a0000364,0.36328125
356,12,FP2,94,7.935,a,S1 obj,1,co2a0000364,0.3671875
357,12,FP2,95,7.446,a,S1 obj,1,co2a0000364,0.37109375
358,12,FP2,96,6.47,a,S1 obj,1,co2a0000364,0.375
359,12,FP2,97,5.005,a,S1 obj,1,co2a0000364,0.37890625
360,12,FP2,98,4.028,a,S1 obj,1,co2a0000364,0.3828125
361,12,FP2,99,2.563,a,S1 obj,1,co2a0000364,0.38671875
362,12,FP2,100,0.122,a,S1 obj,1,co2a0000364,0.390625
363,12,FP2,101,-2.319,a,S1 obj,1,co2a0000364,0.39453125
364,12,FP2,102,-3.784,a,S1 obj,1,co2a0000364,0.3984375
365,12,FP2,103,-2.319,a,S1 obj,1,co2a0000364,0.40234375
366,12,FP2,104,1.587,a,S1 obj,1,co2a0000364,0.40625
367,12,FP2,105,5.005,a,S1 obj,1,co2a0000364,0.41015625
368,12,FP2,106,6.958,a,S1 obj,1,co2a0000364,0.4140625
369,12,FP2,107,5.981,a,S1 obj,1,co2a0000364,0.41796875
370,12,FP2,108,2.563,a,S1 obj,1,co2a0000364,0.421875
371,12,FP2,109,-0.366,a,S1 obj,1,co2a0000364,0.42578125
372,12,FP2,110,-1.343,a,S1 obj,1,co2a0000364,0.4296875
373,12,FP2,111,0.122,a,S1 obj,1,co2a0000364,0.43359375
374,12,FP2,112,3.052,a,S1 obj,1,co2a0000364,0.4375
375,12,FP2,113,6.47,a,S1 obj,1,co2a0000364,0.44140625
376,12,FP2,114,9.399,a,S1 obj,1,co2a0000364,0.4453125
377,12,FP2,115,9.888,a,S1 obj,1,co2a0000364,0.44921875
378,12,FP2,116,7.935,a,S1 obj,1,co2a0000364,0.453125
379,12,FP2,117,4.517,a,S1 obj,1,co2a0000364,0.45703125
380,12,FP2,118,0.61,a,S1 obj,1,co2a0000364,0.4609375
381,12,FP2,119,-1.343,a,S1 obj,1,co2a0000364,0.46484375
